product_key,quantity_sold,return_quantity,product_brand,product_name,return_rate_pct
1135,536,9.0,Tri-State,Tri-State Golden Delcious Apples,1.6791044776119404
874,538,9.0,Nationeel,Nationeel Frosted Donuts,1.6728624535315983
911,538,9.0,BBB Best,BBB Best Chunky Peanut Butter,1.6728624535315983
601,479,8.0,Landslide,Landslide Regular Coffee,1.6701461377870561
954,540,9.0,Just Right,Just Right Canned Beets,1.6666666666666667
719,482,8.0,Imagine,Imagine Chicken TV Dinner,1.6597510373443984
1104,604,10.0,Mighty Good,Mighty Good Monthly Sports Magazine,1.6556291390728477
1401,544,9.0,Sunset,Sunset Tissues,1.6544117647058825
485,544,9.0,Tell Tale,Tell Tale Sweet Peas,1.6544117647058825
1085,545,9.0,High Quality,High Quality D-Size Batteries,1.651376146788991
442,545,9.0,Steady,Steady Mint Mouthwash,1.651376146788991
779,547,9.0,Cormorant,Cormorant Bees Wax Candles,1.6453382084095063
1279,547,9.0,Pleasant,Pleasant Canned Tuna in Water,1.6453382084095063
1123,608,10.0,Tri-State,Tri-State Potatos,1.644736842105263
899,609,10.0,Pearl,Pearl White Zinfandel Wine,1.6420361247947455
906,549,9.0,Fantastic,Fantastic Muffins,1.639344262295082
964,611,10.0,Just Right,Just Right Turkey Noodle Soup,1.6366612111292964
749,489,8.0,Consolidated,Consolidated Dishwasher Detergent,1.6359918200409
1392,612,10.0,Sunset,Sunset Counter Cleaner,1.6339869281045754
822,551,9.0,Ebony,Ebony Fancy Plums,1.6333938294010888
1447,551,9.0,Hermanos,Hermanos Red Delcious Apples,1.6333938294010888
809,430,7.0,Ebony,Ebony Tomatos,1.627906976744186
19,553,9.0,Blue Label,Blue Label Chicken Soup,1.62748643761302
481,553,9.0,Dollar,Dollar Monthly Fashion Magazine,1.62748643761302
530,492,8.0,Fast,Fast Corn Chips,1.6260162601626018
559,492,8.0,Fast,Fast Dried Dates,1.6260162601626018
64,432,7.0,Red Spade,Red Spade Pimento Loaf,1.6203703703703702
694,495,8.0,Cutting Edge,Cutting Edge Corned Beef,1.6161616161616161
144,496,8.0,Denny,Denny Glass Cleaner,1.6129032258064515
1105,496,8.0,Mighty Good,Mighty Good Monthly Auto Magazine,1.6129032258064515
985,497,8.0,Even Better,Even Better Muenster Cheese,1.6096579476861168
22,497,8.0,Blue Label,Blue Label Canned Tomatos,1.6096579476861168
327,497,8.0,Better,Better Canned Beets,1.6096579476861168
1149,560,9.0,Tri-State,Tri-State Walnuts,1.607142857142857
995,561,9.0,Even Better,Even Better Buttermilk,1.6042780748663104
1148,499,8.0,Tri-State,Tri-State Fuji Apples,1.6032064128256511
484,499,8.0,Tell Tale,Tell Tale Asparagus,1.6032064128256511
1475,500,8.0,Fort West,Fort West Lemon Cookies,1.6
1540,564,9.0,CDR,CDR Vegetable Oil,1.5957446808510638
1033,504,8.0,PigTail,PigTail Frozen Carrots,1.5873015873015872
549,630,10.0,Fast,Fast Beef Jerky,1.5873015873015872
188,568,9.0,High Top,High Top Mushrooms,1.584507042253521
1014,505,8.0,American,American Sliced Chicken,1.5841584158415842
250,634,10.0,Best Choice,Best Choice Golden Raisins,1.5772870662460567
784,508,8.0,Cormorant,Cormorant Large Sponge,1.574803149606299
938,574,9.0,BBB Best,BBB Best Grape Jelly,1.5679442508710801
929,574,9.0,BBB Best,BBB Best Oregano,1.5679442508710801
1043,511,8.0,PigTail,PigTail Frozen Cauliflower,1.5655577299412915
1456,575,9.0,Hermanos,Hermanos Sweet Onion,1.565217391304348
231,639,10.0,Best Choice,Best Choice Low Fat Popcorn,1.5649452269170578
1100,576,9.0,High Quality,High Quality Large Sponge,1.5625
324,448,7.0,Best,Best Corn Puffs,1.5625
1025,512,8.0,PigTail,PigTail Frozen Sausage Pizza,1.5625
365,512,8.0,Carlson,Carlson Mild Cheddar Cheese,1.5625
675,512,8.0,Gorilla,Gorilla Sharp Cheddar Cheese,1.5625
1551,385,6.0,CDR,CDR Oregano,1.5584415584415585
1342,578,9.0,Carrington,Carrington Frozen Mushroom Pizza,1.5570934256055362
16,451,7.0,Blue Label,Blue Label Canned Beets,1.5521064301552108
952,645,10.0,Special,Special Wheat Puffs,1.550387596899225
850,516,8.0,Nationeel,Nationeel Cheese Crackers,1.550387596899225
1298,582,9.0,Booker,Booker Low Fat String Cheese,1.5463917525773196
862,582,9.0,Nationeel,Nationeel Low Fat Chips,1.5463917525773196
1295,582,9.0,Booker,Booker Jack Cheese,1.5463917525773196
742,518,8.0,Consolidated,Consolidated Angled Toothbrush,1.5444015444015444
544,583,9.0,Fast,Fast Avocado Dip,1.5437392795883362
1233,519,8.0,Plato,Plato Grape Preserves,1.5414258188824663
1488,519,8.0,Fort West,Fort West Chocolate Donuts,1.5414258188824663
1251,586,9.0,Skinner,Skinner Mango Drink,1.5358361774744027
668,521,8.0,Gorilla,Gorilla Jack Cheese,1.5355086372360844
467,521,8.0,Red Wing,Red Wing Copper Cleaner,1.5355086372360844
1140,523,8.0,Tri-State,Tri-State Peaches,1.5296367112810707
419,589,9.0,Big Time,Big Time Frozen Peas,1.5280135823429541
958,589,9.0,Just Right,Just Right Canned Yams,1.5280135823429541
1417,589,9.0,Gauss,Gauss Monthly Computer Magazine,1.5280135823429541
6,524,8.0,Washington,Washington Cola,1.5267175572519083
714,590,9.0,Imagine,Imagine Frozen Cheese Pizza,1.5254237288135595
4,459,7.0,Washington,Washington Cream Soda,1.5250544662309369
536,525,8.0,Fast,Fast Potato Chips,1.5238095238095237
886,460,7.0,Monarch,Monarch Thai Rice,1.5217391304347827
636,526,8.0,Radius,Radius Wheat Puffs,1.520912547528517
1210,527,8.0,Portsmouth,Portsmouth White Zinfandel Wine,1.5180265654648957
1200,593,9.0,Colossal,Colossal Manicotti,1.5177065767284992
900,593,9.0,Pearl,Pearl Light Beer,1.5177065767284992
1182,594,9.0,Horatio,Horatio Apple Fruit Roll,1.5151515151515151
1156,529,8.0,Horatio,Horatio BBQ Potato Chips,1.5122873345935728
1144,463,7.0,Tri-State,Tri-State Canned Peanuts,1.511879049676026
74,530,8.0,Red Spade,Red Spade Sliced Ham,1.509433962264151
795,530,8.0,Ebony,Ebony Asparagus,1.509433962264151
981,464,7.0,Even Better,Even Better Low Fat Cottage Cheese,1.5086206896551724
1183,531,8.0,Horatio,Horatio Strawberry Fruit Roll,1.5065913370998116
1096,531,8.0,High Quality,High Quality Silver Cleaner,1.5065913370998116
800,465,7.0,Ebony,Ebony Onions,1.5053763440860215
1429,599,9.0,Hermanos,Hermanos Shitake Mushrooms,1.5025041736227045
520,533,8.0,Tell Tale,Tell Tale Honey Dew,1.5009380863039399
1271,533,8.0,Pleasant,Pleasant Canned Tomatos,1.5009380863039399
868,600,9.0,Nationeel,Nationeel Raspberry Fruit Roll,1.5
561,467,7.0,Fast,Fast Golden Raisins,1.4989293361884368
487,535,8.0,Tell Tale,Tell Tale Beets,1.4953271028037385
313,602,9.0,Excellent,Excellent Mango Drink,1.495016611295681
999,602,9.0,Even Better,Even Better Strawberry Yogurt,1.495016611295681
832,536,8.0,Ebony,Ebony Fuji Apples,1.4925373134328357
1425,537,8.0,Hermanos,Hermanos Beets,1.48975791433892
953,537,8.0,Special,Special Grits,1.48975791433892
851,537,8.0,Nationeel,Nationeel Buttered Popcorn,1.48975791433892
702,470,7.0,Jumbo,Jumbo Large Eggs,1.4893617021276597
792,471,7.0,Excel,Excel Monthly Fashion Magazine,1.48619957537155
700,404,6.0,Jumbo,Jumbo Large Brown Eggs,1.4851485148514851
490,539,8.0,Tell Tale,Tell Tale Green Pepper,1.4842300556586272
170,474,7.0,Robust,Robust Monthly Fashion Magazine,1.4767932489451476
439,542,8.0,Steady,Steady Multi-Symptom Cold Remedy,1.4760147601476015
1099,542,8.0,High Quality,High Quality Scissors,1.4760147601476015
182,542,8.0,High Top,High Top Elephant Garlic,1.4760147601476015
491,476,7.0,Tell Tale,Tell Tale Shitake Mushrooms,1.4705882352941175
1008,544,8.0,American,American Cole Slaw,1.4705882352941175
1141,545,8.0,Tri-State,Tri-State Broccoli,1.4678899082568808
1187,477,7.0,Horatio,Horatio Raisins,1.4675052410901468
1294,477,7.0,Booker,Booker Sour Cream,1.4675052410901468
229,479,7.0,Best Choice,Best Choice Buttered Popcorn,1.4613778705636742
902,548,8.0,Fantastic,Fantastic White Bread,1.4598540145985401
130,549,8.0,Faux Products,Faux Products Laundry Detergent,1.4571948998178506
843,482,7.0,Nationeel,Nationeel Sugar Cookies,1.4522821576763485
1393,551,8.0,Sunset,Sunset Glass Cleaner,1.4519056261343013
961,551,8.0,Just Right,Just Right Noodle Soup,1.4519056261343013
468,552,8.0,Red Wing,Red Wing Bees Wax Candles,1.4492753623188406
727,483,7.0,Imagine,Imagine Frozen Cauliflower,1.4492753623188406
869,622,9.0,Nationeel,Nationeel Grape Fruit Roll,1.4469453376205788
824,484,7.0,Ebony,Ebony Peaches,1.4462809917355373
49,484,7.0,Club,Club Low Fat String Cheese,1.4462809917355373
348,554,8.0,Better,Better Rice Soup,1.444043321299639
252,554,8.0,Best Choice,Best Choice Frosted Donuts,1.444043321299639
128,554,8.0,Faux Products,Faux Products Multi-Symptom Cold Remedy,1.444043321299639
521,555,8.0,Tell Tale,Tell Tale Fuji Apples,1.4414414414414414
1208,555,8.0,Portsmouth,Portsmouth Merlot Wine,1.4414414414414414
644,556,8.0,Bravo,Bravo Canned Tomatos,1.4388489208633095
611,557,8.0,Landslide,Landslide Salt,1.436265709156194
661,558,8.0,Applause,Applause Canned Peaches,1.4336917562724014
863,558,8.0,Nationeel,Nationeel Sesame Crackers,1.4336917562724014
38,489,7.0,Green Ribbon,Green Ribbon Canned Mixed Fruit,1.4314928425357873
681,489,7.0,Gorilla,Gorilla 1% Milk,1.4314928425357873
1514,489,7.0,Jardon,Jardon Rice Medly,1.4314928425357873
881,559,8.0,Thresher,Thresher Mints,1.4311270125223614
861,559,8.0,Nationeel,Nationeel Chocolate Donuts,1.4311270125223614
167,490,7.0,Robust,Robust Monthly Auto Magazine,1.4285714285714286
1538,562,8.0,CDR,CDR Decaf Coffee,1.4234875444839856
1405,562,8.0,Sunset,Sunset Copper Cleaner,1.4234875444839856
541,562,8.0,Fast,Fast No Salt Popcorn,1.4234875444839856
211,492,7.0,High Top,High Top Walnuts,1.4227642276422763
1114,493,7.0,Tri-State,Tri-State Beets,1.4198782961460445
253,493,7.0,Choice,Choice Tasty Candy Bar,1.4198782961460445
1291,634,9.0,Framton,Framton City Map,1.4195583596214512
1472,565,8.0,Fort West,Fort West Fudge Cookies,1.415929203539823
91,424,6.0,Golden,Golden Frozen Pepperoni Pizza,1.4150943396226416
176,495,7.0,High Top,High Top Beets,1.4141414141414141
12,566,8.0,Jeffers,Jeffers Oatmeal,1.4134275618374559
1450,566,8.0,Hermanos,Hermanos Plums,1.4134275618374559
1076,496,7.0,High Quality,High Quality AAA-Size Batteries,1.411290322580645
1555,496,7.0,CDR,CDR Strawberry Jam,1.411290322580645
865,638,9.0,Nationeel,Nationeel Dried Apples,1.4106583072100314
17,498,7.0,Blue Label,Blue Label Creamed Corn,1.4056224899598393
1364,499,7.0,Hilltop,Hilltop Whitening Toothpast,1.402805611222445
739,499,7.0,Consolidated,Consolidated Deodorant,1.402805611222445
928,642,9.0,BBB Best,BBB Best Apple Butter,1.4018691588785046
376,642,9.0,Moms,Moms Beef Bologna,1.4018691588785046
904,571,8.0,Fantastic,Fantastic English Muffins,1.4010507880910683
1218,572,8.0,Sphinx,Sphinx Bagels,1.3986013986013985
918,572,8.0,BBB Best,BBB Best Vegetable Oil,1.3986013986013985
1506,572,8.0,Gulf Coast,Gulf Coast Bubble Gum,1.3986013986013985
1377,573,8.0,Hilltop,Hilltop Multi-Symptom Cold Remedy,1.3961605584642234
1194,502,7.0,Musial,Musial Semi-Sweet Chocolate Bar,1.394422310756972
921,574,8.0,BBB Best,BBB Best Canola Oil,1.3937282229965158
166,503,7.0,Robust,Robust Monthly Sports Magazine,1.3916500994035785
457,575,8.0,Red Wing,Red Wing AA-Size Batteries,1.391304347826087
409,577,8.0,Big Time,Big Time Beef TV Dinner,1.386481802426343
816,505,7.0,Ebony,Ebony Firm Tofu,1.3861386138613863
412,505,7.0,Big Time,Big Time Home Style French Fries,1.3861386138613863
294,433,6.0,Super,Super Canola Oil,1.3856812933025404
486,578,8.0,Tell Tale,Tell Tale New Potatos,1.384083044982699
1448,578,8.0,Hermanos,Hermanos Lemons,1.384083044982699
350,578,8.0,Swell,Swell Canned Peaches,1.384083044982699
1418,506,7.0,Gauss,Gauss Monthly Home Magazine,1.383399209486166
1525,579,8.0,Modell,Modell Rye Bread,1.381692573402418
733,579,8.0,Imagine,Imagine Frozen Chicken Wings,1.381692573402418
337,579,8.0,Better,Better Turkey Noodle Soup,1.381692573402418
908,580,8.0,Fantastic,Fantastic Blueberry Muffins,1.3793103448275863
122,508,7.0,Faux Products,Faux Products Childrens Aspirin,1.3779527559055118
774,508,7.0,Cormorant,Cormorant Tissues,1.3779527559055118
1075,508,7.0,High Quality,High Quality 100 Watt Lightbulb,1.3779527559055118
1045,508,7.0,PigTail,PigTail Frozen Corn,1.3779527559055118
325,581,8.0,Best,Best Wheat Puffs,1.376936316695353
663,581,8.0,Akron,Akron Eyeglass Screwdriver,1.376936316695353
1376,581,8.0,Hilltop,Hilltop Dishwasher Detergent,1.376936316695353
1132,509,7.0,Tri-State,Tri-State Firm Tofu,1.37524557956778
45,510,7.0,Club,Club Sour Cream,1.3725490196078431
571,584,8.0,Atomic,Atomic White Chocolate Bar,1.36986301369863
100,511,7.0,Golden,Golden Grape Popsicles,1.36986301369863
93,512,7.0,Golden,Golden Frozen Mushroom Pizza,1.3671875
1314,513,7.0,Lake,Lake Beef Bologna,1.364522417153996
1433,514,7.0,Hermanos,Hermanos Garlic,1.3618677042801557
697,514,7.0,Cutting Edge,Cutting Edge Potato Salad,1.3618677042801557
196,514,7.0,High Top,High Top Macintosh Apples,1.3618677042801557
836,588,8.0,Ebony,Ebony Party Nuts,1.3605442176870748
249,515,7.0,Best Choice,Best Choice Raisins,1.3592233009708738
763,515,7.0,Cormorant,Cormorant 75 Watt Lightbulb,1.3592233009708738
289,515,7.0,Super,Super Decaf Coffee,1.3592233009708738
277,663,9.0,Great,Great English Muffins,1.3574660633484164
366,516,7.0,Carlson,Carlson Large Curd Cottage Cheese,1.3565891472868217
631,590,8.0,Token,Token Cranberry Juice,1.3559322033898304
62,517,7.0,Club,Club Blueberry Yogurt,1.3539651837524178
1319,517,7.0,Lake,Lake Cole Slaw,1.3539651837524178
842,518,7.0,Nationeel,Nationeel Low Fat BBQ Chips,1.3513513513513513
103,518,7.0,Golden,Golden Ice Cream,1.3513513513513513
1483,519,7.0,Fort West,Fort West Salted Pretzels,1.348747591522158
735,594,8.0,Consolidated,Consolidated Silky Smooth Hair Conditioner,1.3468013468013467
1454,594,8.0,Hermanos,Hermanos Mixed Nuts,1.3468013468013467
682,446,6.0,Gorilla,Gorilla Whole Milk,1.345291479820628
1134,595,8.0,Tri-State,Tri-State Macintosh Apples,1.3445378151260505
354,521,7.0,Carlson,Carlson Low Fat Cottage Cheese,1.3435700575815739
1026,522,7.0,PigTail,PigTail Blueberry Waffles,1.3409961685823755
1204,597,8.0,Portsmouth,Portsmouth Imported Beer,1.340033500837521
1353,598,8.0,Carrington,Carrington Ice Cream Sandwich,1.3377926421404682
434,524,7.0,Steady,Steady Buffered Aspirin,1.3358778625954197
1198,524,7.0,Musial,Musial White Chocolate Bar,1.3358778625954197
860,524,7.0,Nationeel,Nationeel Beef Jerky,1.3358778625954197
1441,599,8.0,Hermanos,Hermanos Squash,1.335559265442404
506,525,7.0,Tell Tale,Tell Tale Almonds,1.3333333333333335
1084,526,7.0,High Quality,High Quality AA-Size Batteries,1.3307984790874523
829,526,7.0,Ebony,Ebony Sweet Onion,1.3307984790874523
470,602,8.0,Red Wing,Red Wing Copper Pot Scrubber,1.3289036544850499
358,528,7.0,Carlson,Carlson Muenster Cheese,1.3257575757575757
1479,529,7.0,Fort West,Fort West No Salt Popcorn,1.3232514177693762
46,529,7.0,Club,Club Jack Cheese,1.3232514177693762
14,454,6.0,Jeffers,Jeffers Wheat Puffs,1.3215859030837005
266,606,8.0,Good,Good Imported Beer,1.3201320132013201
1003,531,7.0,American,American Beef Bologna,1.3182674199623352
1009,531,7.0,American,American Roasted Chicken,1.3182674199623352
1523,532,7.0,Modell,Modell Pumpernickel Bread,1.3157894736842104
975,608,8.0,Just Right,Just Right Rice Soup,1.3157894736842104
426,684,9.0,Steady,Steady Whitening Toothpast,1.3157894736842104
1133,608,8.0,Tri-State,Tri-State Almonds,1.3157894736842104
127,533,7.0,Faux Products,Faux Products Dishwasher Detergent,1.3133208255159476
894,533,7.0,Pearl,Pearl Light Wine,1.3133208255159476
215,457,6.0,Tip Top,Tip Top Lox,1.312910284463895
1231,535,7.0,Plato,Plato Tomato Sauce,1.3084112149532712
550,535,7.0,Fast,Fast Chocolate Donuts,1.3084112149532712
639,535,7.0,Bravo,Bravo Creamed Corn,1.3084112149532712
1539,536,7.0,CDR,CDR Regular Coffee,1.3059701492537312
688,536,7.0,Cutting Edge,Cutting Edge Low Fat Bologna,1.3059701492537312
1453,613,8.0,Hermanos,Hermanos Mandarin Oranges,1.3050570962479608
1063,613,8.0,Bird Call,Bird Call 200 MG Acetominifen,1.3050570962479608
882,615,8.0,Thresher,Thresher White Chocolate Bar,1.3008130081300813
370,616,8.0,Carlson,Carlson 1% Milk,1.2987012987012987
716,462,6.0,Imagine,Imagine Apple Cinnamon Waffles,1.2987012987012987
476,540,7.0,Quick,Quick Seasoned Hamburger,1.2962962962962963
1154,541,7.0,Dual City,Dual City Scallops,1.2939001848428837
619,541,7.0,Landslide,Landslide Strawberry Preserves,1.2939001848428837
1185,541,7.0,Horatio,Horatio Grape Fruit Roll,1.2939001848428837
1535,464,6.0,CDR,CDR Brown Sugar,1.293103448275862
328,542,7.0,Better,Better Creamed Corn,1.2915129151291513
592,465,6.0,Colony,Colony Blueberry Muffins,1.2903225806451613
132,620,8.0,Denny,Denny 60 Watt Lightbulb,1.2903225806451613
517,465,6.0,Tell Tale,Tell Tale Canned Peanuts,1.2903225806451613
351,620,8.0,ADJ,ADJ Rosy Sunglasses,1.2903225806451613
1040,465,6.0,PigTail,PigTail Lime Popsicles,1.2903225806451613
750,543,7.0,Consolidated,Consolidated Multi-Symptom Cold Remedy,1.289134438305709
770,466,6.0,Cormorant,Cormorant Paper Towels,1.2875536480686696
219,466,6.0,Best Choice,Best Choice Corn Chips,1.2875536480686696
1118,545,7.0,Tri-State,Tri-State Shitake Mushrooms,1.2844036697247707
1146,546,7.0,Tri-State,Tri-State Cantelope,1.282051282051282
