customer_key,revenue,gross_product_profit,quantity_sold,shopping_days,customer_rank,customer_percentile,cumulative_revenue_share_pct
6311,1406.02,848.18,653,43,43,0.48631531327753896,3.9342461284272012
7016,1401.18,836.34,643,34,44,0.49762497172585385,4.013653502936426
1444,1399.44,830.33,650,39,45,0.5089346301741687,4.0929622685362705
8275,1391.78,814.97,638,39,46,0.5202442886224836,4.171836928247692
4868,1389.46,823.33,659,43,47,0.5315539470707985,4.2505801094132725
1491,1386.47,829.21,668,48,48,0.5428636055191134,4.329153841935722
6652,1383.85,823.4,668,34,49,0.5541732639674282,4.4075790943762305
850,1380.96,820.83,661,36,50,0.565482922415743,4.485840565352308
7051,1376.42,818.5,625,36,51,0.5767925808640579,4.563844746415403
9631,1371.25,824.46,678,39,52,0.5881022393123727,4.641555934339706
7134,1361.49,823.56,638,34,53,0.5994118977606876,4.718714005622886
9510,1360.97,818.96,693,33,54,0.6107215562090025,4.795842607576825
1612,1356.25,799.41,637,37,55,0.6220312146573174,4.872703718696122
2570,1346.67,793.54,614,41,56,0.6333408731056321,4.949021914095955
6033,1344.28,805.83,609,26,57,0.644650531553947,5.025204663924857
4256,1342.69,798.76,656,39,58,0.6559601900022619,5.1012973056124284
9318,1341.49,793.98,629,43,59,0.6672698484505768,5.1773219411556
7152,1339.07,787.22,616,40,60,0.6785795068988917,5.2532094309742305
9263,1331.55,792.55,611,37,61,0.6898891653472066,5.328670748954618
6934,1328.2,796.8,635,34,62,0.7011988237955213,5.403942216448553
6912,1322.25,788.45,644,32,63,0.7125084822438362,5.4788764868098365
1310,1316.22,792.95,598,41,64,0.7238181406921511,5.553469026295507
8279,1315.99,782.15,635,34,65,0.735127799140466,5.628048531270168
6406,1305.04,768.33,603,30,66,0.7464374575887808,5.7020074801771745
9610,1303.59,772.04,589,28,67,0.7577471160370957,5.77588425499303
5478,1303.27,777.21,625,34,68,0.7690567744854105,5.849742894837046
5742,1289.48,764.85,602,38,69,0.7803664329337254,5.922820030738326
5129,1287.5,765.12,576,27,70,0.7916760913820403,5.995784956501345
4771,1284.84,770.44,625,37,71,0.8029857498303551,6.068599135310944
1567,1284.07,762.85,608,44,72,0.81429540827867,6.141369676844552
9200,1283.99,765.53,611,40,73,0.8256050667269847,6.2141356846352
2553,1282.35,772.9,609,42,74,0.8369147251752997,6.286808750695168
1693,1281.49,765.07,571,38,75,0.8482243836236145,6.359433079018315
5114,1279.16,759.79,589,29,76,0.8595340420719294,6.431925362077751
1528,1275.75,761.32,610,41,77,0.8708437005202442,6.504224394343515
272,1274.21,763.57,621,35,78,0.8821533589685592,6.576436152057299
378,1271.33,754.17,615,39,79,0.8934630174168741,6.648484695024523
1415,1268.32,764.36,608,47,80,0.9047726758651888,6.720362655912875
2378,1266.82,748.12,610,40,81,0.9160823343135038,6.792155609120726
4871,1264.41,748.88,590,28,82,0.9273919927618186,6.863811983321906
2769,1262.72,747.1,586,38,83,0.9387016512101335,6.935372582203056
9143,1246.45,737.56,589,26,84,0.9500113096584483,7.006011131109707
769,1243.35,749.46,590,37,85,0.9613209681067633,7.0764739974766595
4325,1242.13,745.9399999999999,586,34,86,0.9726306265550779,7.146867724263471
4225,1237.06,735.06,584,32,87,0.9839402850033929,7.216974125090189
2224,1226.97,726.7,569,40,88,0.9952499434517077,7.286508707586075
3808,1226.79,730.32,590,33,89,1.0065596019000227,7.3560330891603
1853,1221.65,742.79,578,36,90,1.0178692603483375,7.425266177749341
5766,1214.66,725.45,594,37,91,1.0291789187966522,7.494103130547251
6527,1205.96,726.99,567,23,92,1.0404885772449672,7.562447038798258
6712,1197.29,703.03,559,35,93,1.051798235693282,7.630299602655971
7812,1193.65,712.05,583,35,94,1.063107894141597,7.6979458812090025
789,1193.02,707.57,576,39,95,1.0744175525899118,7.765556456536222
2921,1191.24,705.43,543,33,96,1.0857272110382268,7.833066156082583
1871,1187.59,711.92,556,35,97,1.0970368694865416,7.900369003606392
5148,1186.98,701.22,578,29,98,1.1083465279348563,7.9676372813401315
2201,1184.92,709.51,558,40,99,1.119656186383171,8.034788815192648
7793,1184.28,711.43,529,35,100,1.130965844831486,8.101904079101487
7239,1182.1,698.71,562,36,101,1.1422755032798009,8.168895798514663
7782,1180.71,707.54,602,41,102,1.1535851617281159,8.23580874414391
1636,1177.62,699.46,584,37,103,1.1648948201764306,8.302546573951325
2998,1169.33,698.72,540,26,104,1.1762044786247454,8.368814594644505
4731,1168.37,696.18,564,38,105,1.1875141370730604,8.435028210422168
3858,1167.31,705.33,543,29,106,1.1988237955213752,8.501181754105607
3692,1167.13,689.98,548,34,107,1.2101334539696902,8.567325096867389
976,1166.72,705.72,547,40,108,1.221443112418005,8.6334452041965
6957,1166.1,705.15,567,33,109,1.23275277086632,8.699530175017669
5559,1166.02,698.41,537,31,110,1.2440624293146347,8.76561061209588
7069,1157.28,697.79,566,33,111,1.2553720877629495,8.831195737755706
6387,1154.76,681.88,548,26,112,1.2666817462112643,8.896638050512292
7502,1152.44,679.01,546,35,113,1.2779914046595793,8.961948884723038
3495,1151.68,688.83,541,24,114,1.289301063107894,9.027216648375662
8427,1148.89,691.44,560,45,115,1.300610721556209,9.092326297742556
7072,1147.16,688.68,577,40,116,1.3119203800045238,9.15733790491794
5642,1145.95,673.65,538,23,117,1.3232300384528388,9.222280939231052
4049,1145.58,680.48,545,31,118,1.3345396969011536,9.287203004982974
6260,1143.83,680.47,524,28,119,1.3458493553494684,9.352025895107644
430,1140.04,690.88,559,43,120,1.3571590137977834,9.416633999159583
4780,1138.57,678.9399999999999,551,32,121,1.3684686722460981,9.481158795684633
7261,1137.3,675.33,530,31,122,1.3797783306944131,9.54561161904019
10173,1134.06,681.82,542,39,123,1.391087989142728,9.609880825805869
5512,1129.26,664.83,506,26,124,1.4023976475910427,9.673878007993945
5348,1125.55,674.05,563,28,125,1.4137073060393575,9.737664937852248
3210,1123.1,668.46,538,27,126,1.4250169644876725,9.801313021832401
4914,1119.9,661.04,545,27,127,1.4363266229359872,9.864779756094153
2371,1118.24,675.82,543,40,128,1.4476362813843022,9.928152415189484
1495,1116.61,669.06,522,30,129,1.458945939832617,9.991432699272004
3567,1115.13,661.46,559,35,130,1.470255598280932,10.054629109109763
6113,1108.97,672.82,526,37,131,1.4815652567292468,10.1174764207396
9868,1108.34,659.51,531,34,132,1.4928749151775615,10.180288029143627
4732,1107.19,662.58,497,28,133,1.5041845736258765,10.243034464992604
7810,1106.16,661.51,521,26,134,1.5154942320741913,10.30572252890097
6114,1105.43,659.47,549,32,135,1.5268038905225063,10.368369222404827
2587,1102.38,657.68,555,35,136,1.538113548970821,10.430843066958332
2663,1093.22,655.09,539,32,137,1.549423207419136,10.492797797942911
5481,1088.91,648.58,536,31,138,1.5607328658674509,10.554508273525522
1222,1085.47,643.44,520,36,139,1.5720425243157656,10.61602379816085
9928,1073.96,642.27,551,34,140,1.5833521827640806,10.676887030527801
5501,1072.88,639.08,497,28,141,1.5946618412123952,10.737689057364795
1284,1071.81,639.97,488,30,142,1.6059714996607102,10.798430445389696
8915,1071.02,640.69,497,33,143,1.6172811581090252,10.859127062702868
597,1069.7,637.23,521,30,144,1.62859081655734,10.9197488732572
9040,1068.37,633.5,525,34,145,1.639900475005655,10.98029531033482
9897,1061.53,637.67,494,36,146,1.6512101334539695,11.04045411238936
5102,1060.57,638.45,506,25,147,1.6625197919022845,11.100558509528376
8087,1054.79,631.21,518,28,148,1.6738294503505995,11.160335343738534
4009,1052.09,621.17,504,32,149,1.6851391087989145,11.219959164123788
1550,1049.15,635.03,499,27,150,1.696448767247229,11.27941636945526
3826,1048.9,617.86,517,37,151,1.707758425695544,11.338859406839983
4174,1048.02,634.05,504,25,152,1.7190680841438588,11.398252573052146
8169,1047.11,626.81,517,28,153,1.7303777425921738,11.457594167938137
1983,1045.81,629.67,506,25,154,1.7416874010404884,11.516862089501029
9644,1043.51,630.21,507,31,155,1.7529970594888034,11.57599966595382
1124,1043.25,626.2,510,31,156,1.7643067179371184,11.63512250774199
8242,1042.16,609.57,527,27,157,1.7756163763854333,11.694183577282331
3491,1039.09,617.8,486,30,158,1.7869260348337481,11.75307066443658
2023,1037.01,628.35,493,32,159,1.7982356932820627,11.811839874273868
9815,1036.97,618.27,489,28,160,1.8095453517303777,11.870606817239677
6153,1036.77,616.64,495,30,161,1.8208550101786927,11.929362425848085
6835,1034.31,611.13,520,35,162,1.8321646686270077,11.987978621860472
2175,1034.01,610.7,499,22,163,1.8434743270753222,12.04657781633676
7384,1033.46,610.41,454,27,164,1.8547839855236372,12.105145841330197
7063,1032.91,613.61,474,28,165,1.866093643971952,12.163682696840784
3753,1030.48,621.61,474,20,166,1.877403302420267,12.22208183990896
8364,1027.2,613.53,498,24,167,1.8887129608685815,12.280295099515774
4655,1025.94,607.36,475,27,168,1.9000226193168965,12.338436952670968
1930,1022.97,610.68,469,28,169,1.9113322777652115,12.39641049061877
6047,1019.71,610.62,476,19,170,1.9226419362135265,12.454199278540951
4913,1019.32,607.72,476,25,171,1.9339515946618413,12.511965964466205
7356,1018.3100000000001,612.07,483,28,172,1.9452612531101559,12.569675411886582
4204,1016.37,604.81,492,22,173,1.9565709115584708,12.627274916040182
8775,1015.78,608.61,436,25,174,1.9678805700067858,12.684840983839452
2063,1014.11,605.04,484,25,175,1.9791902284551008,12.74231240975443
3528,1012.51,606.76,505,26,176,1.9904998869034154,12.799693160810211
663,1009.1700000000001,595.69,479,37,177,2.00180954535173,12.856884628097406
1753,1008.39,610.39,465,27,178,2.0131192038000454,12.914031891390746
2118,1008.38,598.09,473,29,179,2.02442886224836,12.971178587966211
6669,1004.25,601.03,470,32,180,2.035738520696675,13.028091230061367
2446,1001.51,597.01,458,25,181,2.0470481791449897,13.08484859146014
8355,1001.28,600.93,486,31,182,2.0583578375933045,13.141592918347905
2448,1000.05,602.33,468,37,183,2.0696674960416197,13.198267538937658
486,998.46,597.2,457,24,184,2.0809771544899345,13.254852051386083
9480,997.12,593.7,456,23,185,2.0922868129382493,13.311360623639922
9797,993.4,603.22,458,31,186,2.103596471386564,13.367658376846123
6193,991.29,595.23,467,23,187,2.1149061298348792,13.423836552581752
6394,989.01,585.51,454,26,188,2.126215788283194,13.479885516643023
3864,984.62,582.49,463,26,189,2.137525446731509,13.53568569155936
322,983.91,588.42,461,24,190,2.1488351051798236,13.591445629506927
3661,981.05,589.16,451,26,191,2.1601447636281383,13.647043486143673
9728,979.79,579.36,508,39,192,2.1714544220764536,13.702569936328798
4541,979.28,573.87,446,23,193,2.182764080524768,13.758067483902552
8670,979.1899999999999,587.81,485,29,194,2.194073738973083,13.813559931015476
7711,976.75,579.42,436,27,195,2.205383397421398,13.868914098968121
4340,976.33,582.56,443,26,196,2.2166930558697127,13.924244464770224
6111,976.3,583.6,481,19,197,2.228002714318028,13.979573130418718
1425,976.27,575.46,457,25,198,2.239312372766342,14.0349000959136
3440,976.0,580.55,422,17,199,2.2506220312146574,14.090211760025994
5665,974.14,577.01,468,25,200,2.261931689662972,14.145418014614568
1119,973.37,582.4,449,26,201,2.273241348111287,14.200580631927151
2310,971.31,576.57,463,26,202,2.2845510065596017,14.255626505358512
564,969.25,579.26,483,28,203,2.2958606650079165,14.310555634908653
9790,966.85,567.37,457,23,204,2.3071703234562317,14.365348752169993
4495,965.35,573.16,450,26,205,2.3184799819045465,14.420056861750833
4118,957.35,569.54,457,32,206,2.3297896403528613,14.474311597035669
1593,956.81,570.4399999999999,476,25,207,2.341099298801176,14.528535729555525
4761,956.3100000000001,578.31,430,22,208,2.352408957249491,14.582731526181881
6075,956.05,572.3,485,28,209,2.363718615697806,14.636912588143616
1282,954.65,566.6,459,32,210,2.375028274146121,14.69101430960355
8204,954.3100000000001,563.57,470,22,211,2.3863379325944356,14.745096762655905
2130,953.27,569.59,441,28,212,2.3976475910427504,14.799120277049779
9249,951.6,565.63,405,22,213,2.4089572494910656,14.853049149559364
1050,947.33,564.46,440,31,214,2.4202669079393804,14.906736033538456
8466,944.79,566.22,409,25,215,2.431576566387695,14.960278971178568
8697,943.66,554.17,448,28,216,2.44288622483601,15.013757869699365
8615,941.36,561.07,434,27,217,2.4541958832843247,15.067106423110063
8928,938.82,556.45,462,28,218,2.46550554173264,15.120311030181782
5962,932.8,547.62,410,27,219,2.4768152001809542,15.17317447309576
3909,931.31,552.12,472,21,220,2.4881248586292695,15.225953475047104
7556,923.27,564.71,446,24,221,2.4994345170775842,15.278276835830967
5536,919.96,546.01,420,25,222,2.510744175525899,15.330412612999861
6679,919.15,542.38,425,22,223,2.5220538339742142,15.382502486021282
3476,918.53,551.73,395,21,224,2.5333634924225286,15.434557222534764
6632,918.49,553.88,423,26,225,2.544673150870844,15.486609692176764
4846,916.89,542.68,415,22,226,2.5559828093191586,15.538571486959565
5071,915.62,545.19,429,21,227,2.5672924677674738,15.590461308572873
5124,914.76,547.14,442,23,228,2.578602126215788,15.642302392449364
1070,914.75,544.73,439,26,229,2.589911784664103,15.694142909607983
9116,909.11,537.45,428,24,230,2.601221443112418,15.745663797887918
9262,908.1,545.17,439,27,231,2.612531101560733,15.797127447662984
1341,904.89,545.39,398,29,232,2.6238407600090476,15.848409181001779
6227,904.17,547.35,453,24,233,2.6351504184573624,15.899650110653932
3571,902.45,538.48,438,21,234,2.6464600769056776,15.950793564832447
3021,901.73,538.63,404,29,235,2.6577697353539924,16.001896215324322
4234,900.42,538.1,420,25,236,2.669079393802307,16.052924625775223
5256,899.89,543.75,417,23,237,2.680389052250622,16.103923000179016
8345,899.64,530.05,385,22,238,2.6916987106989367,16.15490720663606
7977,897.36,536.14,415,26,239,2.703008369147252,16.205762201418743
5410,896.67,533.66,401,33,240,2.7143180275955667,16.25657809266839
728,895.98,533.38,406,26,241,2.7256276860438815,16.30735488038501
5419,893.34,535.5,404,28,242,2.7369373444921963,16.357982054583953
3125,892.3,531.7,435,20,243,2.748247002940511,16.408550290124413
9745,892.22,530.51,403,25,244,2.7595566613888263,16.45911399192191
1972,887.12,534.98,431,28,245,2.7708663198371406,16.50938866760571
4647,886.11,524.71,450,27,246,2.782175978285456,16.559606104784635
3390,886.0600000000001,519.23,434,27,247,2.7934856367337706,16.60982070837421
6569,883.54,533.73,437,24,248,2.8047952951820854,16.659892499060547
7055,882.35,522.98,442,27,249,2.8161049536304006,16.70989685032035
1965,881.26,524.91,410,23,250,2.827414612078715,16.75983942933233
8522,881.15,528.99,443,29,251,2.83872427052703,16.809775774447736
511,880.93,523.66,426,36,252,2.850033928975345,16.85969965177
6348,878.22,519.77,412,30,253,2.86134358742366,16.909469948549493
5851,878.08,522.18,415,23,254,2.8726532458719745,16.959232311278807
4419,876.91,526.51,434,27,255,2.8839629043202897,17.00892836801733
5712,874.47,519.96,412,25,256,2.8952725627686045,17.058486145595573
4003,874.25,527.29,415,23,257,2.9065822212169192,17.108031455380672
2221,873.86,526.48,395,25,258,2.917891879665234,17.157554663168845
3317,873.67,528.21,428,26,259,2.9292015381135488,17.207067103317485
5134,873.5699999999999,529.14,420,19,260,2.940511196561864,17.25657387628743
8287,873.33,518.65,397,23,261,2.9518208550101788,17.306067048028492
4250,871.25,523.6,423,22,262,2.9631305134584935,17.355442342452594
2852,869.46,509.82,426,27,263,2.9744401719068083,17.40471619437797
8498,868.82,521.53,384,23,264,2.985749830355123,17.453953776359658
8710,868.24,513.84,418,27,265,2.9970594888034383,17.503158488704887
4932,867.72,511.57,404,17,266,3.008369147251753,17.552333731720875
10208,867.01,523.38,366,26,267,3.019678805700068,17.601468737768094
7822,866.98,519.98,417,26,268,3.0309884641483826,17.650602043661703
1281,866.72,512.72,405,30,269,3.0422981225966974,17.699720614890694
5092,866.26,531.91,381,23,270,3.0536077810450126,17.74881311709766
2510,866.1800000000001,522.99,446,30,271,3.064917439493327,17.79790108556167
3242,865.51,516.62,420,28,272,3.076227097941642,17.846951083928392
2099,865.41,498.76,406,29,273,3.087536756389957,17.89599541511641
924,865.11,519.26,410,23,274,3.098846414838272,17.945022744768327
4029,864.77,518.93,404,24,275,3.110156073286587,17.994030806012663
5757,864.55,522.64,421,30,276,3.1214657317349017,18.043026399463862
4497,861.9300000000001,514.42,400,22,277,3.1327753901832165,18.09187351283312
1979,861.8,519.46,428,29,278,3.1440850486315313,18.14071325887007
9625,859.67,510.53,398,26,279,3.1553947070798465,18.189432294000703
3225,858.6899999999999,509.51,426,26,280,3.1667043655281613,18.238095790780083
760,858.5600000000001,514.74,398,27,281,3.178014023976476,18.286751920227147
3982,854.74,506.33,418,23,282,3.1893236824247904,18.33519156344787
1419,853.12,510.79,379,23,283,3.2006333408731056,18.383539398373657
5944,849.15,505.3,397,27,284,3.2119429993214204,18.43166224630505
9715,848.4,504.35,424,21,285,3.223252657769735,18.479742590396192
5700,848.39,497.52,403,26,286,3.2345623162180503,18.527822367769463
4571,847.6,506.07,412,24,287,3.245871974666365,18.575857374431006
6034,840.52,504.87,398,22,288,3.25718163311468,18.623491144840585
4417,840.11,506.4,392,31,289,3.268491291562995,18.671101679817497
5294,840.06,501.11,413,23,290,3.27980095001131,18.718709381205052
5686,839.51,501.59,396,29,291,3.291110608459624,18.766285913109762
1641,837.94,494.56,397,22,292,3.302420266907939,18.81377347030888
6151,836.8100000000001,502.2,411,26,293,3.313729925356254,18.861196988388688
1571,836.74,504.14,418,35,294,3.325039583804569,18.908616539443404
2528,836.45,504.85,387,22,295,3.3363492422528838,18.956019655679892
4498,834.19,497.52,403,28,296,3.347658900701199,19.00329469367776
3761,831.71,499.9,386,21,297,3.3589685591495138,19.050429185643868
670,830.32,479.58,374,21,298,3.370278217597829,19.09748490382604
7315,824.95,497.91,398,22,299,3.3815878760461437,19.144236294512023
4947,824.43,490.07,402,25,300,3.392897534494458,19.19095821586877
4693,823.48,488.86,416,27,301,3.404207192942773,19.23762629902786
4742,823.36,491.97,389,24,302,3.415516851391088,19.28428758157251
5881,823.14,495.77,368,24,303,3.426826509839403,19.330936396324024
4068,823.01,485.83,404,20,304,3.4381361682877176,19.377577843743225
4618,822.35,485.79,380,22,305,3.449445826736033,19.424181887783003
8388,821.95,484.93,352,18,306,3.4607554851843476,19.470763263107987
5597,821.3,489.85,359,28,307,3.4720651436326624,19.517307801771416
3328,821.05,489.06,387,27,308,3.4833748020809767,19.563838172488097
7831,819.9399999999999,490.49,395,26,309,3.494684460529292,19.610305637521208
896,819.53,485.33,362,21,310,3.5059941189776067,19.65674986712165
8947,818.9399999999999,492.27,399,26,311,3.5173037774259215,19.70316066036776
8068,818.09,492.77,383,25,312,3.5286134358742367,19.74952328259492
878,816.78,486.4,380,28,313,3.5399230943225515,19.795811664781112
3160,816.49,487.64,392,29,314,3.5512327527708667,19.84208361214907
3239,815.93,485.86,377,25,315,3.5625424112191815,19.888323823316313
2015,815.23,488.14,368,23,316,3.5738520696674962,19.934524364232647
9123,813.6800000000001,488.74,373,25,317,3.5851617281158106,19.980637063879136
8592,812.59,480.56,390,25,318,3.5964713865641253,20.026687991277793
6603,812.28,480.94,357,23,319,3.6077810450124406,20.072721350422484
10033,811.92,477.71,370,21,320,3.6190907034607553,20.11873430772385
6168,811.74,485.87,415,23,321,3.6304003619090706,20.16473706410356
3838,811.67,481.29,365,23,322,3.6417100203573853,20.210735853458175
9844,810.89,488.33,384,27,323,3.6530196788057,20.256690438818932
1614,808.25,481.28000000000003,363,22,324,3.6643293372540153,20.302495410662008
9169,806.68,482.48,400,22,325,3.67563899570233,20.348211407799493
7376,806.57,481.04,384,24,326,3.6869486541506444,20.39392117104041
498,806.12,489.34,372,21,327,3.698258312598959,20.439605431977174
5053,803.31,481.61,388,24,328,3.7095679710472744,20.485130445192468
2918,802.65,473.69,403,23,329,3.720877629495589,20.530618055028345
2942,801.35,476.4,381,23,330,3.732187287943904,20.576031991541115
1183,799.33,484.35,375,23,331,3.743496946392219,20.62133145104415
4198,796.75,475.88,387,20,332,3.754806604840534,20.66648469733672
3197,794.03,466.63,375,19,333,3.7661162632888487,20.71148379636865
8647,793.38,475.29,399,26,334,3.777425921737163,20.75644605873903
4284,792.48,472.67,376,20,335,3.7887355801854783,20.80135731650111
6799,791.57,471.78,362,24,336,3.800045238633793,20.84621700293702
10002,789.29,465.13,378,29,337,3.811354897082108,20.890947477698568
2481,788.0699999999999,470.92,371,23,338,3.822664555530423,20.935608812879973
4460,787.53,481.08,362,26,339,3.833974213978738,20.980239545296406
9819,785.95,472.28000000000003,363,22,340,3.845283872427053,21.024780736289372
7969,784.46,471.27,358,19,341,3.856593530875368,21.06923748631971
7704,781.58,469.28,352,21,342,3.8679031893236826,21.11353102160349
4858,780.31,472.92,364,22,343,3.879212847771997,21.15775258371777
5223,778.87,463.4,365,20,344,3.8905225062203117,21.201892538458775
4956,777.22,452.5,349,17,345,3.901832164668627,21.245938984751227
4477,776.92,459.26,369,21,346,3.9131418231169417,21.28996842950758
9851,775.08,453.74,363,26,347,3.924451481565257,21.33389359817585
3174,774.64,464.73,350,16,348,3.9357611400135717,21.377793831257847
4609,774.53,460.3,355,24,349,3.9470707984618865,21.42168783044327
1610,770.97,457.95,356,24,350,3.9583804569102017,21.46538007806697
8731,770.9300000000001,448.94,363,29,351,3.9696901153585165,21.50907005881919
6560,770.63,458.45,349,22,352,3.980999773806831,21.55274303803531
1633,770.34,455.89,364,18,353,3.9923094322551456,21.596399582433204
1328,769.5600000000001,463.51,337,19,354,4.00361909070346,21.640011922837232
5398,768.62,459.32,371,24,355,4.0149287491517756,21.683570991761485
9184,768.31,458.84999999999997,356,25,356,4.026238407600091,21.727112492431765
5895,767.9,456.42,362,23,357,4.037548066048405,21.770630757669373
9176,767.11,455.5,372,22,358,4.04885772449672,21.81410425219525
99,766.43,452.77,358,19,359,4.0601673829450355,21.857539209905973
1325,765.76,455.94,371,20,360,4.07147704139335,21.900936197519403
4351,765.39,448.25,388,23,361,4.082786699841664,21.94431221657164
6100,764.96,447.69,357,23,362,4.094096358289979,21.98766386675547
7190,764.85,460.91,339,21,363,4.105406016738295,22.031009283042728
9642,764.32,450.38,344,21,364,4.116715675186609,22.074324663282876
754,764.0,459.62,371,23,365,4.128025333634924,22.117621908551186
8794,762.88,451.43,356,18,366,4.139334992083239,22.160855681418052
2441,762.53,456.65,332,24,367,4.150644650531554,22.204069619159473
9743,761.81,454.32,363,21,368,4.161954308979869,22.24724275321425
10240,761.7,448.3,353,23,369,4.173263967428183,22.290409653372457
9097,760.53,451.79,348,25,370,4.1845736258764985,22.333510247539877
8752,759.39,459.77,334,19,371,4.195883284324813,22.376546235870112
9064,759.0,448.1,365,20,372,4.207192942773128,22.419560122203418
3889,758.59,453.21999999999997,341,23,373,4.218502601221443,22.462550773104056
5740,758.55,449.38,342,23,374,4.2298122596697585,22.50553915713321
9895,758.48,447.57,361,18,375,4.241121918118073,22.548523574137274
4824,757.88,459.73,352,20,376,4.252431576566388,22.59147398806914
10250,757.83,446.63,341,20,377,4.263741235014703,22.634421568411657
4319,757.28,451.41,359,18,378,4.275050893463018,22.677337979271325
2204,756.9300000000001,454.01,335,20,379,4.286360551911332,22.72023455500554
5900,756.6,448.86,381,24,380,4.297670210359647,22.763112429050043
8077,755.76,454.23,349,20,381,4.308979868807962,22.80594269879347
7337,755.61,448.26,349,21,382,4.320289527256277,22.84876446776884
6589,754.37,451.42,347,21,383,4.331599185704592,22.891515963728338
6559,753.73,446.75,353,22,384,4.342908844152907,22.93423118974415
7065,753.42,452.72,353,19,385,4.3542185026012215,22.97692884750599
5877,753.41,451.75,355,20,386,4.365528161049536,23.019625938549964
1690,752.39,444.74,385,31,387,4.376837819497851,23.0622652243712
2244,751.8,450.89,345,20,388,4.388147477946166,23.1048710738381
3411,751.63,441.64,351,23,389,4.3994571363944805,23.147467289101215
7221,750.47,448.49,373,22,390,4.410766794842796,23.18999776509141
10001,748.97,450.72,336,21,391,4.422076453291111,23.2324432334011
6240,748.52,447.96999999999997,359,20,392,4.433386111739425,23.27486319940664
2500,746.7,446.45,362,22,393,4.4446957701877405,23.317180022759842
8870,746.24,447.7,353,17,394,4.456005428636056,23.359470777091023
1185,745.97,444.69,331,20,395,4.46731508708437,23.401746230039713
8203,745.54,438.98,357,23,396,4.478624745532684,23.44399731411999
647,744.75,446.69,339,24,397,4.489934403981,23.486203627488543
2077,743.66,436.14,371,23,398,4.501244062429315,23.528348168609263
6496,743.48,438.89,317,18,399,4.512553720877629,23.57048250880832
7913,742.95,441.62,344,22,400,4.523863379325944,23.61258681296027
6960,742.78,446.46,373,22,401,4.53517303777426,23.65468148290843
1038,742.68,434.31,345,24,402,4.546482696222574,23.69677048567789
950,742.37,437.19,333,22,403,4.557792354670889,23.73884192019338
